,Variable,Unit,Aggregation,czo_id,Discipline
477,wind speed,meterspersecond ,,2692,Climatology / Meteorology|Hydrology
478,absolute pressure,,,2695,Hydrology
479,barometric pressure,,,2695,Hydrology
480,specific uv absorbance,,,2742,Water Chemistry|Geochemistry / Mineralogy|Soil Science / Pedology
481,ultra violet absorbance,,,2742,Water Chemistry|Geochemistry / Mineralogy|Soil Science / Pedology
482,hmp virtual temperature,degc ,average,2752,Climatology / Meteorology
483,hmp water vapor concentration,gm3 ,average,2752,Climatology / Meteorology
484,irga surface pressure,kpa ,average,2752,Climatology / Meteorology
485,irga water vapor concentration,gm3 ,average,2752,Climatology / Meteorology
486,net radiation,wm2 ,average,2752,Climatology / Meteorology
487,photosynthetically active radiation,molm2s1 ,average,2752,Climatology / Meteorology
488,est,,,2752,Climatology / Meteorology
489,hmp relative humidity,,,2752,Climatology / Meteorology
490,hmp virtual temperature,degc ,,2752,Climatology / Meteorology
491,leaf wetness sensor voltage output,mv ,,2752,Climatology / Meteorology
492,record number,,,2752,Climatology / Meteorology
493,timestamp utc4,,,2752,Climatology / Meteorology
494,air temperature,degreescelsius ,,2782,Climatology / Meteorology|Hydrology
495,sensor depth,cm ,,2782,Climatology / Meteorology|Hydrology
496,air temperature,degreescelsius ,,2782,Climatology / Meteorology|Hydrology
497,sensor depth,cm ,,2782,Climatology / Meteorology|Hydrology
498,air temperature,degreescelsius ,,2782,Climatology / Meteorology|Hydrology
499,sensor depth,cm ,,2782,Climatology / Meteorology|Hydrology
500,air temperature,degreescelsius ,,2782,Climatology / Meteorology|Hydrology
501,sensor depth,cm ,,2782,Climatology / Meteorology|Hydrology
502,air temperature,degreescelsius ,,2782,Climatology / Meteorology|Hydrology
503,sensor depth,cm ,,2782,Climatology / Meteorology|Hydrology
504,air temperature,,,2821,Climatology / Meteorology
505,atmospheric pressure,,,2821,Climatology / Meteorology
506,rain,,,2821,Climatology / Meteorology
507,shortwave radiation,,,2821,Climatology / Meteorology
508,soil moisture,,,2821,Climatology / Meteorology
509,soil temperature,,,2821,Climatology / Meteorology
510,depth meter,,,2822,Geophysics
511,ohmm,,,2822,Geophysics
512,velocity,meterspersecond ,,2822,Geophysics
513,c,,,2833,Biology / Ecology
514,soil microbe counts,,,2833,Biology / Ecology
515,xrd,,,2860,Geochemistry / Mineralogy
516,xrf,,,2860,Geochemistry / Mineralogy
517,ash free dry mass (afdm),,,2862,Biology / Ecology|Hydrology
518,chlorophyll concentration and didymo cell densities,,,2862,Biology / Ecology|Hydrology
519,didymo rating index dri,,,2862,Biology / Ecology|Hydrology
520,,cm ,,2863,Hydrology
521,,cm3persecond ,,2863,Hydrology
522,gage height,,,2864,Hydrology
523,ammonium,,,2865,Water Chemistry
524,calcium,,,2865,Water Chemistry
525,chloride,,,2865,Water Chemistry
526,delta 18o,,,2865,Water Chemistry
527,delta deuterium,,,2865,Water Chemistry
528,magnesium,,,2865,Water Chemistry
529,nitrate,,,2865,Water Chemistry
530,nonpurgeable organic carbon npoc,,,2865,Water Chemistry
531,orthophosphate po4,,,2865,Water Chemistry
532,potassium,,,2865,Water Chemistry
533,sodium,,,2865,Water Chemistry
534,sulfate so4,,,2865,Water Chemistry
535,dissolved nitrogen,,total,2865,Water Chemistry
536,dissolved phosphorus,,total,2865,Water Chemistry
537,dems,,,2866,GIS / Remote Sensing
538,gis,,,2866,GIS / Remote Sensing
539,kml,,,2866,GIS / Remote Sensing
540,lidar,,,2866,GIS / Remote Sensing
541,shape files,,,2866,GIS / Remote Sensing
542,air temperature 25m,degreescelsius ,avg,2889,Climatology / Meteorology
543,in sw radmjm225mtotal,,,2889,Climatology / Meteorology
544,in sw radwm225mavg,,,2889,Climatology / Meteorology
545,net radiation corrwm225m,,,2889,Climatology / Meteorology
546,net radiation watts per square meter (25m),,,2889,Climatology / Meteorology
547,rain gage,mm ,,2889,Climatology / Meteorology
548,relative humidity,,,2889,Climatology / Meteorology
549,relative humidity,,maximum,2889,Climatology / Meteorology
550,relative humidity time,,maximum,2889,Climatology / Meteorology
551,relative humidity,,minimum,2889,Climatology / Meteorology
552,relative humidity,,timeofminimum,2889,Climatology / Meteorology
553,soil temperature at 22,degreescelsius cm,,2889,Climatology / Meteorology
554,soil volumetric water content at 22,cm ,,2889,Climatology / Meteorology
555,wind speed 25m,,timeofmaximum,2889,Climatology / Meteorology
556,windspeed,meterspersecond ,average,2889,Climatology / Meteorology
557,windspeed,meterspersecond ,maximum,2889,Climatology / Meteorology
558,windspeed,meterspersecond ,minimum,2889,Climatology / Meteorology
559,dsm,,,2915,GIS / Remote Sensing
560,discharge,m3s ,,2918,Hydrology
561,discharge,m3s ,,2919,Hydrology
562,ascii,,,2921,GIS / Remote Sensing
563,las,,,2921,GIS / Remote Sensing
564,laz,,,2921,GIS / Remote Sensing
565,al	total aluminum,,,2952,Water Chemistry
566,anc	ancalkalinity,,,2952,Water Chemistry
567,calcium,,,2952,Water Chemistry
568,chloride,,,2952,Water Chemistry
569,co3	carbonate,,,2952,Water Chemistry
570,conductivity,,,2952,Water Chemistry
571,dic	dissolved inorganic carbon,,,2952,Water Chemistry
572,dkn	dissolved kjeldahl nitrogen,,,2952,Water Chemistry
573,dissolved organic carbon,,,2952,Water Chemistry
574,dissolved organic nitrogen,,,2952,Water Chemistry
575,f	fluoride,,,2952,Water Chemistry
576,hardness	hardness,,,2952,Water Chemistry
577,hco3	bicarbonate,,,2952,Water Chemistry
578,potassium,,,2952,Water Chemistry
579,magnesium,,,2952,Water Chemistry
580,sodium,,,2952,Water Chemistry
581,ammonium,,,2952,Water Chemistry
582,nh4n	ammoniumn,,,2952,Water Chemistry
583,nitrite anion no2n,,,2952,Water Chemistry
584,nitrate,,,2952,Water Chemistry
585,nitrate anion no3n,,,2952,Water Chemistry
586,no3nno2n	nitraten  nitriten,,,2952,Water Chemistry
587,no3no2	nitrate  nitrite,,,2952,Water Chemistry
588,ph,,,2952,Water Chemistry
589,po4ic	orthophosphate by ic,,,2952,Water Chemistry
590,poc	particulate organic carbon,,,2952,Water Chemistry
591,si	silica,,,2952,Water Chemistry
592,so4s	sulfate,,,2952,Water Chemistry
593,srp	soluble reactive phosphorus,,,2952,Water Chemistry
594,tdn	total dissolved nitrogen,,,2952,Water Chemistry
595,tdp	total dissolved phosphorus,,,2952,Water Chemistry
596,tknunf	total kjeldahl nitrogen unfiltered,,,2952,Water Chemistry
597,tnunf	total nitrogen unfiltered,,,2952,Water Chemistry
598,toc	total organic carbon,,,2952,Water Chemistry
599,tpunf	total phosphorus unfiltered,,,2952,Water Chemistry
600,iron ferrous,,,2974,Biogeochemistry|Climatology / Meteorology|Geochemistry / Mineralogy|Hydrology|Soil Science / Pedology
601,sulfur,,,2974,Biogeochemistry|Climatology / Meteorology|Geochemistry / Mineralogy|Hydrology|Soil Science / Pedology
602,volumetric soil water content,m3 ,,3001,Hydrology|Soil Science / Pedology|Biology / Ecology
603,x easting m,,,3001,Hydrology|Soil Science / Pedology|Biology / Ecology
604,y northing m,,,3001,Hydrology|Soil Science / Pedology|Biology / Ecology
605,bicarp	nahco3 extractable phosphorus,mgkg ,,3029,Biogeochemistry
606,carbon concentration soil,mgg ,,3029,Biogeochemistry
607,cn c  n ratio,,,3029,Biogeochemistry
608,cp catena position choose one ridge slope valley,,,3029,Biogeochemistry
609,d depth interval,cm ,,3029,Biogeochemistry
610,date date assay conducted,,,3029,Biogeochemistry
611,forest type tabonuco or colorado,ft ,,3029,Biogeochemistry
612,ka vm  1,kmhr ,,3029,Biogeochemistry
613,michaelisconstant,moll1 km,,3029,Biogeochemistry
614,naohp naoh extractable phosphorus,mgkg ,,3029,Biogeochemistry
615,nit nitrogen concentration soil,mg ,,3029,Biogeochemistry
616,p soil pit p1  p20,,,3029,Biogeochemistry
617,ph soil ph in water,,,3029,Biogeochemistry
618,phos extractable phosphorus nahco3  naoh,mgkg ,total,3029,Biogeochemistry
619,so soil order oxisol or inceptisol,,,3029,Biogeochemistry
620,vm reaction velocity for phosphatase nmol h1 g1 soil,,maximum,3029,Biogeochemistry
621,water fraction of water content by mass,,,3029,Biogeochemistry
622,deuterium dd,,,3365,Climatology / Meteorology|Geochemistry / Mineralogy|Hydrology|Water Chemistry
623,oxygen18 d18o,,,3365,Climatology / Meteorology|Geochemistry / Mineralogy|Hydrology|Water Chemistry
624,barium,,,3422,Geochemistry / Mineralogy
625,cobalt,,,3422,Geochemistry / Mineralogy
626,copper,,,3422,Geochemistry / Mineralogy
627,iron,,,3422,Geochemistry / Mineralogy
628,manganese,,,3422,Geochemistry / Mineralogy
629,rubidium,,,3422,Geochemistry / Mineralogy
630,strontium,,,3422,Geochemistry / Mineralogy
631,titanium,,,3422,Geochemistry / Mineralogy
632,absolute pressure,,,3590,Biology / Ecology|Hydrology|Water Chemistry
633,dissolved oxygen,,,3590,Biology / Ecology|Hydrology|Water Chemistry
634,discharge,m3day ,,3613,Hydrology
635,water depth m,,,3614,Hydrology
636,volumetric water content,,,3615,Hydrology
637,id number,,,3621,Biology / Ecology
638,increment height m,,,3621,Biology / Ecology
639,increment volume,m3 ,,3621,Biology / Ecology
640,length,mm ,,3621,Biology / Ecology
641,root density mm3,,,3621,Biology / Ecology
642,sample id,,,3621,Biology / Ecology
643,geology,,,3622,All Disciplines
644,land cover,,,3622,All Disciplines
645,soils,,,3622,All Disciplines
646,vegetation,,,3622,All Disciplines
647,groundwater meteorological,,,3623,All Disciplines
648,stream flow,,,3623,All Disciplines
649,water quality,,,3623,All Disciplines
650,hydrology,,,3625,All Disciplines
651,land cover,,,3625,All Disciplines
652,landslides,,,3625,All Disciplines
653,municipalities,,,3625,All Disciplines
654,barometric pressure,,,3642,Hydrology|Water Chemistry
655,ldo,,,3642,Hydrology|Water Chemistry
656,nitrate,,,3642,Hydrology|Water Chemistry
657,precipitation frequency,,,3648,Climatology / Meteorology
658,precipitation intensity,,,3648,Climatology / Meteorology
659,eddy covariance,,,3654,Climatology / Meteorology|Biology / Ecology
660,radiation,,,3654,Climatology / Meteorology|Biology / Ecology
661,many,,,3665,All Disciplines|Biology / Ecology
662,seismic refraction,,,3676,Geomorphology|Geophysics
663,surface wave analyses,,,3676,Geomorphology|Geophysics
664,soil type,,,3722,Biology / Ecology|Geology / Chronology|Soil Science / Pedology
665,vegetation type,,,3722,Biology / Ecology|Geology / Chronology|Soil Science / Pedology
666,timedate,,,3731,Climatology / Meteorology
667,drainage,,,3732,Biology / Ecology|Soil Science / Pedology
668,runoff,,,3732,Biology / Ecology|Soil Science / Pedology
669,water volume,,,3732,Biology / Ecology|Soil Science / Pedology
670,time lapse camera,,,3737,Data Management / CyberInfrastructure 
671,water depth,cm ,,3742,Hydrology
672,water temperature,celsius ,,3742,Hydrology
673,voltage,,,3790,Hydrology|Soil Science / Pedology
674,18o,,,3850,Hydrology|Water Chemistry|Climatology / Meteorology
675,2h,,,3850,Hydrology|Water Chemistry|Climatology / Meteorology
676,circularity,,,3857,Geomorphology
677,mean curvature,,,3857,Geomorphology
678,perimeter,,,3857,Geomorphology
679,roundness,,,3857,Geomorphology
680,stand deviation of curvature,,,3857,Geomorphology
681,baseflow,m3day ,,3868,Hydrology
682,discharge,m3day ,,3868,Hydrology
683,evaporation m,,,3868,Hydrology
684,groundwater m,,,3868,Hydrology
685,interception loss m,,,3868,Hydrology
686,precipitation m,,,3868,Hydrology
687,quickflow,m3day ,,3868,Hydrology
688,recharge mday,,,3868,Hydrology
689,te mday,,,3868,Hydrology
690,transpiration m,,,3868,Hydrology
691,unsaturated m,,,3868,Hydrology
692,hail diameter 1min,mm ,max,3869,Hydrology|Climatology / Meteorology
693,liquid precip intensity 1min,mmhr,,3869,Hydrology|Climatology / Meteorology
694,lpm id,,,3869,Hydrology|Climatology / Meteorology
695,measuring quality 1min,,,3869,Hydrology|Climatology / Meteorology
696,metar 4678 1min,,,3869,Hydrology|Climatology / Meteorology
697,metar 4678 5min,,avg,3869,Hydrology|Climatology / Meteorology
698,precip amount,mm ,,3869,Hydrology|Climatology / Meteorology
699,precipitation intensity 10min,mmhr,avg,3869,Hydrology|Climatology / Meteorology
700,precipitation intensity 5min,mmhr,avg,3869,Hydrology|Climatology / Meteorology
701,precipitation intensity of 1 minute values,mmhr,max,3869,Hydrology|Climatology / Meteorology
702,radar reflectivity 1min dbz,,,3869,Hydrology|Climatology / Meteorology
703,solid precip intensity 1min,mmhr,,3869,Hydrology|Climatology / Meteorology
704,synop 4677 1min,,,3869,Hydrology|Climatology / Meteorology
705,synop 4677 5min,,avg,3869,Hydrology|Climatology / Meteorology
706,synop 4680 10min,,max,3869,Hydrology|Climatology / Meteorology
707,synop 4677 1min,,,3869,Hydrology|Climatology / Meteorology
708,synop 4677 1min,,,3869,Hydrology|Climatology / Meteorology
709,synop 4677 1min,,,3869,Hydrology|Climatology / Meteorology
710,synop 4677 1min,,,3869,Hydrology|Climatology / Meteorology
711,synop 4677 1min,,,3869,Hydrology|Climatology / Meteorology
712,synop 4677 1min,,,3869,Hydrology|Climatology / Meteorology
713,synop 4677 1min,,,3869,Hydrology|Climatology / Meteorology
714,synop 4677 1min,,,3869,Hydrology|Climatology / Meteorology
715,synop 4677 1min,,,3869,Hydrology|Climatology / Meteorology
716,synop 4677 1min,,,3869,Hydrology|Climatology / Meteorology
717,synop 4680 5min,,avg,3869,Hydrology|Climatology / Meteorology
718,synop 4677 1min,,,3869,Hydrology|Climatology / Meteorology
719,temperature interior,degreescelsius ,,3869,Hydrology|Climatology / Meteorology
720,precip intensity 1min,mmhr,total,3869,Hydrology|Climatology / Meteorology
721,visibility in precip 1min m,,,3869,Hydrology|Climatology / Meteorology
722,datetime date in format of monthdayyear 24hourminute,,,3884,Soil Science / Pedology
723,lat latitude in decimal degrees,,,3884,Soil Science / Pedology
724,location czo site identifier,,,3884,Soil Science / Pedology
725,long longitude in decimal degrees,,,3884,Soil Science / Pedology
726,plot unique identifying integer,,,3884,Soil Science / Pedology
727,rs instantaneous soil respiration micro moles c per square meter per second over three locations per site,,average,3884,Soil Science / Pedology
728,rsse standard error of soil respiration n3,,,3884,Soil Science / Pedology
729,soilt soil temperature from one location adjacent to soil chamber,degreescelsius ,,3884,Soil Science / Pedology
730,swc soil moisture  volumetric averaged from 3 locations adjacent to soil chamber,,,3884,Soil Science / Pedology
731,horizontal hydraulic conductivity,,,3886,Hydrology|Modeling / Computational Science|Soil Science / Pedology
732,saturated vertical hydraulic conductivity,,,3886,Hydrology|Modeling / Computational Science|Soil Science / Pedology
733,soil horizon,,,3886,Hydrology|Modeling / Computational Science|Soil Science / Pedology
734,porosity,,total,3886,Hydrology|Modeling / Computational Science|Soil Science / Pedology
735,van genuchten alpha,,,3886,Hydrology|Modeling / Computational Science|Soil Science / Pedology
736,van genuchten beta,,,3886,Hydrology|Modeling / Computational Science|Soil Science / Pedology
737,foliar delta13c ooo,,,3888,Biology / Ecology
738,foliar nitrogen content,,,3888,Biology / Ecology
739,plot name,,,3888,Biology / Ecology
740,species,,,3888,Biology / Ecology
741,tree diameter at breast height dbh,cm ,,3888,Biology / Ecology
742,tree ring width,mm ,,3888,Biology / Ecology
743,a254nm,,,3894,Biogeochemistry|Hydrology|Water Chemistry
744,bix,,,3894,Biogeochemistry|Hydrology|Water Chemistry
745,components c1docc8doc,,,3894,Biogeochemistry|Hydrology|Water Chemistry
746,components ggsq1ggp2,,,3894,Biogeochemistry|Hydrology|Water Chemistry
747,day of year,,,3894,Biogeochemistry|Hydrology|Water Chemistry
748,fi,,,3894,Biogeochemistry|Hydrology|Water Chemistry
749,ftot,,,3894,Biogeochemistry|Hydrology|Water Chemistry
750,ftotdoc,,,3894,Biogeochemistry|Hydrology|Water Chemistry
751,ggp1ggp1ggp2,,,3894,Biogeochemistry|Hydrology|Water Chemistry
752,ggp1ggp1ggp2doc,,,3894,Biogeochemistry|Hydrology|Water Chemistry
753,hix,,,3894,Biogeochemistry|Hydrology|Water Chemistry
754,emission at 370nm,,max,3894,Biogeochemistry|Hydrology|Water Chemistry
755,percent ggsq1 percent ggp2doc,,,3894,Biogeochemistry|Hydrology|Water Chemistry
756,percent protein,,,3894,Biogeochemistry|Hydrology|Water Chemistry
757,percent protein dissolved organic carbon,,,3894,Biogeochemistry|Hydrology|Water Chemistry
758,point cloud returns,,,3932,GIS / Remote Sensing
759,elevation m msl,,,3935,GIS / Remote Sensing
760,latitude,deg ,,3935,GIS / Remote Sensing
761,longitude,deg ,,3935,GIS / Remote Sensing
762,method,,,3969,Hydrology
763,q,m3s ,,3969,Hydrology
764,site id,,,3969,Hydrology
765,acid phosphatase activity,,,3970,Biogeochemistry
766,acid phosphatase activity per unit biomass,,,3970,Biogeochemistry
767,acid phosphatase activity per unit soil c,,,3970,Biogeochemistry
768,act  ana  gramn  gramp,,,3970,Biogeochemistry
769,actinobacteria biomass,,,3970,Biogeochemistry
770,agbgbxcbhapnag  bionmol represents enzyme activity normalized to biomass,,total,3970,Biogeochemistry
771,agbgbxcbhapnagrepresents extracellular enzyme activity,,total,3970,Biogeochemistry
772,alpha glucosidase activity per unit biomass,,,3970,Biogeochemistry
773,alphia glucosidase activity,,,3970,Biogeochemistry
774,alphia glucosidase activity per unit soil c,,,3970,Biogeochemistry
775,anaerobic bacteria biomass,,,3970,Biogeochemistry
776,arbuscular mycorhizal fungi biomass,,,3970,Biogeochemistry
777,beta glucosidase activity,,,3970,Biogeochemistry
778,beta glucosidase activity per unit biomass,,,3970,Biogeochemistry
779,beta glucosidase activity per unit soil c,,,3970,Biogeochemistry
780,beta xylosidase activity,,,3970,Biogeochemistry
781,beta xylosidase activity per unit biomass,,,3970,Biogeochemistry
782,beta xylosidase activity per unit soil c,,,3970,Biogeochemistry
783,carbon concentration,,,3970,Biogeochemistry
784,carbondegrading enzyme activity per unit biomass,,,3970,Biogeochemistry
785,carbondegradizing enzyme activity agbgbxcbh,,,3970,Biogeochemistry
786,catena position,,,3970,Biogeochemistry
787,cellobiohydrolase activity,,,3970,Biogeochemistry
788,cellobiohyrolase activity per unit biomass,,,3970,Biogeochemistry
789,cellobiohyrolase activity per unit soil c,,,3970,Biogeochemistry
790,eukaryote biomass nonfungal,,,3970,Biogeochemistry
791,forest type,,,3970,Biogeochemistry
792,fung  amf,,,3970,Biogeochemistry
793,fungal biomass nonamf,,,3970,Biogeochemistry
794,general biomarkers biomass nonspecific to a certain group,,,3970,Biogeochemistry
795,gram negative bacteria biomass,,,3970,Biogeochemistry
796,gram positive bacteria biomass,,,3970,Biogeochemistry
797,log  nag  ag  bgbxcbh1 represents ratio of nc enzyme activity,,,3970,Biogeochemistry
798,logagbgbxcbhap1 represents ratio of cp enzyme activity,,,3970,Biogeochemistry
799,lognagap1,,,3970,Biogeochemistry
800,nacetyl glucosaminidase activity,,,3970,Biogeochemistry
801,nacetyl glucosaminidase activity per unit biomass,,,3970,Biogeochemistry
802,nacetyl glucosaminidase activity per unit soil c,,,3970,Biogeochemistry
803,naoh extractable phosphorus,,,3970,Biogeochemistry
804,nitrogen concentration,,,3970,Biogeochemistry
805,nmol act c  bionmol,,,3970,Biogeochemistry
806,nmol amf c  bionmol,,,3970,Biogeochemistry
807,nmol ana c  bionmol,,,3970,Biogeochemistry
808,nmol euk c  bionmol,,,3970,Biogeochemistry
809,nmol fung c  bionmol,,,3970,Biogeochemistry
810,nmol gramn c  bionmol,,,3970,Biogeochemistry
811,nmol gramp c  bionmol,,,3970,Biogeochemistry
812,pit,,,3970,Biogeochemistry
813,bicarbonate and sodium hydroxide p,ppm ,sumof,3970,Biogeochemistry
814,sodium bicarbonate extractable p,,,3970,Biogeochemistry
815,soil order,,,3970,Biogeochemistry
816,soil ph 110 soil  di water,,,3970,Biogeochemistry
817,extractable phosphorus,,total,3970,Biogeochemistry
818,water content,,,3970,Biogeochemistry
819,topographic wetness index,,,3972,GIS / Remote Sensing
820,10be 108 atmg,,,4018,Soil Science / Pedology|Geochemistry / Mineralogy
821,bulk density,gcm3 ,,4018,Soil Science / Pedology|Geochemistry / Mineralogy
822,c,,,4018,Soil Science / Pedology|Geochemistry / Mineralogy
823,clay,,,4018,Soil Science / Pedology|Geochemistry / Mineralogy
824,depth meter,,,4018,Soil Science / Pedology|Geochemistry / Mineralogy
825,effective base saturation,,,4018,Soil Science / Pedology|Geochemistry / Mineralogy
826,effective cation exchange capacity cmolkg,,,4018,Soil Science / Pedology|Geochemistry / Mineralogy
827,hhe 9be ugg,,,4018,Soil Science / Pedology|Geochemistry / Mineralogy
828,hhe iron,mgg ,,4018,Soil Science / Pedology|Geochemistry / Mineralogy
829,horizon,,,4018,Soil Science / Pedology|Geochemistry / Mineralogy
830,sand,,,4018,Soil Science / Pedology|Geochemistry / Mineralogy
831,strain,,,4018,Soil Science / Pedology|Geochemistry / Mineralogy
832,9be ugg,,total,4018,Soil Science / Pedology|Geochemistry / Mineralogy
833,aluminum,mgg ,total,4018,Soil Science / Pedology|Geochemistry / Mineralogy
834,calcium,mgg ,total,4018,Soil Science / Pedology|Geochemistry / Mineralogy
835,iron,mgg ,total,4018,Soil Science / Pedology|Geochemistry / Mineralogy
836,zr,mgg ,total,4018,Soil Science / Pedology|Geochemistry / Mineralogy
837,soil co2,ppm ,,4032,Soil Science / Pedology|Biogeochemistry
838,2008 ag biomass kg,,,4033,Biology / Ecology
839,2008 dbh,cm ,,4033,Biology / Ecology
840,2012 ag biomass kg,,,4033,Biology / Ecology
841,2012 dbh,cm ,,4033,Biology / Ecology
842,xcoordinate m,,,4033,Biology / Ecology
843,y coordinate m,,,4033,Biology / Ecology
844,ksat cv,,,4106,Soil Science / Pedology|Hydrology
845,ksat mean,,,4106,Soil Science / Pedology|Hydrology
846,ksat sd,,,4106,Soil Science / Pedology|Hydrology
847,aluminum cation al3,,,4107,Soil Science / Pedology|Water Chemistry
848,alk,,,4107,Soil Science / Pedology|Water Chemistry
849,block,,,4107,Soil Science / Pedology|Water Chemistry
850,conductivity,,,4107,Soil Science / Pedology|Water Chemistry
851,dissolved organic carbon,,,4107,Soil Science / Pedology|Water Chemistry
852,Nitrate nitrogen anion no3n,,,4107,Soil Science / Pedology|Water Chemistry
853,p,,,4107,Soil Science / Pedology|Water Chemistry
854,spacing,,,4107,Soil Science / Pedology|Water Chemistry
855,vertical,,,4107,Soil Science / Pedology|Water Chemistry
856,volume,,,4107,Soil Science / Pedology|Water Chemistry
857,deltad of h2o,,,4109,Geochemistry / Mineralogy|Water Chemistry
858,water potential,,,4122,Soil Science / Pedology
859,bulk electrical conductivity,ms ,,4123,Soil Science / Pedology
860,volumetric water content,,,4123,Soil Science / Pedology
861,aluminum,umol/l ,,4129,Hydrology|Water Chemistry
862,alkalinity mmol/l Calcium carbonate,,,4129,Hydrology|Water Chemistry
863,ba,moll1 ,,4129,Hydrology|Water Chemistry
864,calcium,umol/l ,,4129,Hydrology|Water Chemistry
865,chlorine,umol/l ,,4129,Hydrology|Water Chemistry
866,dissolved oxygen,mgl ,,4129,Hydrology|Water Chemistry
867,fluorine,umol/l ,,4129,Hydrology|Water Chemistry
868,iron,umol/l ,,4129,Hydrology|Water Chemistry
869,potasium,umol/l ,,4129,Hydrology|Water Chemistry
870,magnesium,umol/l ,,4129,Hydrology|Water Chemistry
871,manganese,umol/l ,,4129,Hydrology|Water Chemistry
872,sodium,umol/l ,,4129,Hydrology|Water Chemistry
873,nitrate,umol/l ,,4129,Hydrology|Water Chemistry
874,orp,mv ,,4129,Hydrology|Water Chemistry
875,phosphorus,mol/l ,,4129,Hydrology|Water Chemistry
876,silicon,umol/l ,,4129,Hydrology|Water Chemistry
877,sulfate,umol/l ,,4129,Hydrology|Water Chemistry
878,spc cm1,ms ,,4129,Hydrology|Water Chemistry
879,strontium umol l1,,,4129,Hydrology|Water Chemistry
880,tds 1,mg ,,4129,Hydrology|Water Chemistry
881,temperature,degreescelsius ,,4129,Hydrology|Water Chemistry
882,zinc,mol/l ,,4129,Hydrology|Water Chemistry
883,br,,,4130,Hydrology|Water Chemistry
884,f,,,4130,Hydrology|Water Chemistry
885,feii,,,4130,Hydrology|Water Chemistry
886,ground elevation,,,4130,Hydrology|Water Chemistry
887,phosphate,,,4130,Hydrology|Water Chemistry
888,sample name,,,4130,Hydrology|Water Chemistry
889,sulfate,,,4130,Hydrology|Water Chemistry
890,water table,,,4130,Hydrology|Water Chemistry
891,x coordinate,,,4130,Hydrology|Water Chemistry
892,y coordinate,,,4130,Hydrology|Water Chemistry
893,antimony dissolved,,,4135,Water Chemistry
894,barium dissolved,,,4135,Water Chemistry
895,beryllium dissolved,,,4135,Water Chemistry
896,bromide dissolved,,,4135,Water Chemistry
897,cadmium dissolved,,,4135,Water Chemistry
898,dissolved calcium,,,4135,Water Chemistry
899,carbon dissolved inorganic,,,4135,Water Chemistry
900,cerium dissolved,,,4135,Water Chemistry
901,chloride dissolved,,,4135,Water Chemistry
902,cobalt dissolved,,,4135,Water Chemistry
903,delta13c of dic,,,4135,Water Chemistry
904,delta18o of h2o,,,4135,Water Chemistry
905,delta1d of h2o,,,4135,Water Chemistry
906,dysprosium dissolved,,,4135,Water Chemistry
907,erbium dissolved,,,4135,Water Chemistry
908,europium dissolved,,,4135,Water Chemistry
909,fluorescence index,,,4135,Water Chemistry
910,fluoride dissolved,,,4135,Water Chemistry
911,gadolinium dissolved,,,4135,Water Chemistry
912,germanium dissolved,,,4135,Water Chemistry
913,holmium dissolved,,,4135,Water Chemistry
914,humification index,,,4135,Water Chemistry
915,lanthanum dissolved,,,4135,Water Chemistry
916,lutetium dissolved,,,4135,Water Chemistry
917,dissolved magnesium,,,4135,Water Chemistry
918,mercury dissolved,,,4135,Water Chemistry
919,molybdenum dissolved,,,4135,Water Chemistry
920,neodymium dissolved,,,4135,Water Chemistry
921,nickel dissolved,,,4135,Water Chemistry
922,nitrogen dissolved nitrate no3,,,4135,Water Chemistry
923,nitrogen dissolved nitrite no2,,,4135,Water Chemistry
924,dissolved nitrogen,,total,4135,Water Chemistry
925,phosphorus dissolved,,,4135,Water Chemistry
926,dissolved potassium,,,4135,Water Chemistry
927,praseodymium dissolved,,,4135,Water Chemistry
928,samarium dissolved,,,4135,Water Chemistry
929,selenium dissolved,,,4135,Water Chemistry
930,silicon dissolved,,,4135,Water Chemistry
931,silver dissolved,,,4135,Water Chemistry
932,dissolved sodium,,,4135,Water Chemistry
933,strontium dissolved,,,4135,Water Chemistry
934,sulfate dissolved,,,4135,Water Chemistry
935,Specific ultraviolet absorbance-280,,,4135,Water Chemistry
936,terbium dissolved,,,4135,Water Chemistry
937,thallium dissolved,,,4135,Water Chemistry
938,thulium dissolved,,,4135,Water Chemistry
939,tin dissolved,,,4135,Water Chemistry
940,titanium dissolved,,,4135,Water Chemistry
941,uranium dissolved,,,4135,Water Chemistry
942,ultra violet absorbance 254,,,4135,Water Chemistry
943,ultra violet absorbance 280,,,4135,Water Chemistry
944,vanadium dissolved,,,4135,Water Chemistry
945,ytterbium dissolved,,,4135,Water Chemistry
946,yttrium dissolved,,,4135,Water Chemistry
947,zirconium dissolved,,,4135,Water Chemistry
948,depth in,cm ,,4148,Biogeochemistry|Climatology / Meteorology|Soil Science / Pedology
949,soil temperature,degreescelsius ,,4148,Biogeochemistry|Climatology / Meteorology|Soil Science / Pedology
950,1,,,4155,Geomorphology|Biology / Ecology
951,2,,,4155,Geomorphology|Biology / Ecology
952,3,,,4155,Geomorphology|Biology / Ecology
953,4,,,4155,Geomorphology|Biology / Ecology
954,5,,,4155,Geomorphology|Biology / Ecology
955,horizontal distance pit center to rootwad,,,4155,Geomorphology|Biology / Ecology
956,inclination downslope,,,4155,Geomorphology|Biology / Ecology
957,inclination upslope,,,4155,Geomorphology|Biology / Ecology
958,latitude degrees,,,4155,Geomorphology|Biology / Ecology
