,Variable,Unit,Aggregation,czo_id,Discipline
445,soil temperature at 7 centimeter depth,degreescelsius,NaN,2652,Geochemistry / Mineralogy
446,cps,,count,2653,Geophysics
447,circumference,cm,NaN,2654,Biology / Ecology|Hydrology
448,data logger id a port,,NaN,2654,Biology / Ecology|Hydrology
449,data logger id b port,,NaN,2654,Biology / Ecology|Hydrology
450,deuterium mass,g,NaN,2654,Biology / Ecology|Hydrology
451,diff1avg1	differential degrees c,,NaN,2654,Biology / Ecology|Hydrology
452,injected deuterium mass,g,NaN,2654,Biology / Ecology|Hydrology
453,injection date,,NaN,2654,Biology / Ecology|Hydrology
454,injection finish time,,NaN,2654,Biology / Ecology|Hydrology
455,injection start time,,NaN,2654,Biology / Ecology|Hydrology
456,record id number for sap flux datalogger,,NaN,2654,Biology / Ecology|Hydrology
457,sampling date tree id,,NaN,2654,Biology / Ecology|Hydrology
458,sap flux time,,NaN,2654,Biology / Ecology|Hydrology
459,sap flux id,,NaN,2654,Biology / Ecology|Hydrology
460,species name,,NaN,2654,Biology / Ecology|Hydrology
461,tower number,,NaN,2654,Biology / Ecology|Hydrology
462,tree group,,NaN,2654,Biology / Ecology|Hydrology
463,tree species,,NaN,2654,Biology / Ecology|Hydrology
464,2h,permil,NaN,2655,Biology / Ecology|Hydrology
465,d18o,permil,NaN,2655,Biology / Ecology|Hydrology
466,tree id,,NaN,2655,Biology / Ecology|Hydrology
467,distance,,NaN,2658,Hydrology
468,radiationshortwave,,NaN,2659,Climatology / Meteorology
469,sap flow,,NaN,2661,Biology / Ecology|Hydrology
470,volumetric water content,,NaN,2666,Soil Science / Pedology
471,air temperature,degreescelsius,NaN,2692,Climatology / Meteorology|Hydrology
472,wind speed,ms,average,2692,Climatology / Meteorology|Hydrology
473,ground temperature,degc,NaN,2692,Climatology / Meteorology|Hydrology
474,record,,NaN,2692,Climatology / Meteorology|Hydrology
475,solar radiation,wm2,NaN,2692,Climatology / Meteorology|Hydrology
476,volumetric water content,,NaN,2692,Climatology / Meteorology|Hydrology
477,wind speed,meterspersecond,NaN,2692,Climatology / Meteorology|Hydrology
478,absolute pressure,,NaN,2695,Hydrology
479,barometric pressure,,NaN,2695,Hydrology
480,specific uv absorbance,,NaN,2742,Water Chemistry|Geochemistry / Mineralogy|Soil Science / Pedology
481,ultra violet absorbance,,NaN,2742,Water Chemistry|Geochemistry / Mineralogy|Soil Science / Pedology
482,hmp virtual temperature,degc,average,2752,Climatology / Meteorology
483,hmp water vapor concentration,gm3,average,2752,Climatology / Meteorology
484,irga surface pressure,kpa,average,2752,Climatology / Meteorology
485,irga water vapor concentration,gm3,average,2752,Climatology / Meteorology
486,net radiation,wm2,average,2752,Climatology / Meteorology
487,photosynthetically active radiation,molm2s1,average,2752,Climatology / Meteorology
488,est,,NaN,2752,Climatology / Meteorology
489,hmp relative humidity,,NaN,2752,Climatology / Meteorology
490,hmp virtual temperature,degc,NaN,2752,Climatology / Meteorology
491,leaf wetness sensor voltage output,mv,NaN,2752,Climatology / Meteorology
492,record number,,NaN,2752,Climatology / Meteorology
493,timestamp utc4,,NaN,2752,Climatology / Meteorology
494,air temperature,degreescelsius,NaN,2782,Climatology / Meteorology|Hydrology
495,sensor depth,cm,NaN,2782,Climatology / Meteorology|Hydrology
496,air temperature,degreescelsius,NaN,2782,Climatology / Meteorology|Hydrology
497,sensor depth,cm,NaN,2782,Climatology / Meteorology|Hydrology
498,air temperature,degreescelsius,NaN,2782,Climatology / Meteorology|Hydrology
499,sensor depth,cm,NaN,2782,Climatology / Meteorology|Hydrology
500,air temperature,degreescelsius,NaN,2782,Climatology / Meteorology|Hydrology
501,sensor depth,cm,NaN,2782,Climatology / Meteorology|Hydrology
502,air temperature,degreescelsius,NaN,2782,Climatology / Meteorology|Hydrology
503,sensor depth,cm,NaN,2782,Climatology / Meteorology|Hydrology
504,air temperature,,NaN,2821,Climatology / Meteorology
505,atmospheric pressure,,NaN,2821,Climatology / Meteorology
506,rain,,NaN,2821,Climatology / Meteorology
507,shortwave radiation,,NaN,2821,Climatology / Meteorology
508,soil moisture,,NaN,2821,Climatology / Meteorology
509,soil temperature,,NaN,2821,Climatology / Meteorology
510,depth meter,,NaN,2822,Geophysics
511,ohmm,,NaN,2822,Geophysics
512,velocity,meterspersecond,NaN,2822,Geophysics
513,c,,NaN,2833,Biology / Ecology
514,soil microbe counts,,NaN,2833,Biology / Ecology
515,xrd,,NaN,2860,Geochemistry / Mineralogy
516,xrf,,NaN,2860,Geochemistry / Mineralogy
517,ash free dry mass (afdm),,NaN,2862,Biology / Ecology|Hydrology
518,chlorophyll concentration and didymo cell densities,,NaN,2862,Biology / Ecology|Hydrology
519,didymo rating index dri,,NaN,2862,Biology / Ecology|Hydrology
520, ,cm,NaN,2863,Hydrology
521, ,cm3persecond,NaN,2863,Hydrology
522,gage height,,NaN,2864,Hydrology
523,ammonium,,NaN,2865,Water Chemistry
524,calcium,,NaN,2865,Water Chemistry
525,chloride,,NaN,2865,Water Chemistry
526,delta 18o,,NaN,2865,Water Chemistry
527,delta deuterium,,NaN,2865,Water Chemistry
528,magnesium,,NaN,2865,Water Chemistry
529,nitrate,,NaN,2865,Water Chemistry
530,nonpurgeable organic carbon npoc,,NaN,2865,Water Chemistry
531,orthophosphate po4,,NaN,2865,Water Chemistry
532,potassium,,NaN,2865,Water Chemistry
533,sodium,,NaN,2865,Water Chemistry
534,sulfate so4,,NaN,2865,Water Chemistry
535,dissolved nitrogen,,total,2865,Water Chemistry
536,dissolved phosphorus,,total,2865,Water Chemistry
537,dems,,NaN,2866,GIS / Remote Sensing
538,gis,,NaN,2866,GIS / Remote Sensing
539,kml,,NaN,2866,GIS / Remote Sensing
540,lidar,,NaN,2866,GIS / Remote Sensing
541,shape files,,NaN,2866,GIS / Remote Sensing
542,air temperature 25m,degreescelsius,avg,2889,Climatology / Meteorology
543,in sw radmjm225mtotal,,NaN,2889,Climatology / Meteorology
544,in sw radwm225mavg,,NaN,2889,Climatology / Meteorology
545,net radiation corrwm225m,,NaN,2889,Climatology / Meteorology
546,net radiation watts per square meter (25m),,NaN,2889,Climatology / Meteorology
547,rain gage,mm,NaN,2889,Climatology / Meteorology
548,relative humidity,,NaN,2889,Climatology / Meteorology
549,relative humidity,,maximum,2889,Climatology / Meteorology
550,relative humidity time,,maximum,2889,Climatology / Meteorology
551,relative humidity,,minimum,2889,Climatology / Meteorology
552,relative humidity,,timeofminimum,2889,Climatology / Meteorology
553,soil temperature at 22 cm,degreescelsius,NaN,2889,Climatology / Meteorology
554,soil volumetric water content at 22,cm,NaN,2889,Climatology / Meteorology
555,wind speed 25m,,timeofmaximum,2889,Climatology / Meteorology
556,windspeed,meterspersecond,average,2889,Climatology / Meteorology
557,windspeed,meterspersecond,maximum,2889,Climatology / Meteorology
558,windspeed,meterspersecond,minimum,2889,Climatology / Meteorology
559,dsm,,NaN,2915,GIS / Remote Sensing
560,discharge,m3s,NaN,2918,Hydrology
561,discharge,m3s,NaN,2919,Hydrology
562,ascii,,NaN,2921,GIS / Remote Sensing
563,las,,NaN,2921,GIS / Remote Sensing
564,laz,,NaN,2921,GIS / Remote Sensing
565,al	total aluminum,,NaN,2952,Water Chemistry
566,anc	ancalkalinity,,NaN,2952,Water Chemistry
567,calcium,,NaN,2952,Water Chemistry
568,chloride,,NaN,2952,Water Chemistry
569,co3	carbonate,,NaN,2952,Water Chemistry
570,conductivity,,NaN,2952,Water Chemistry
571,dic	dissolved inorganic carbon,,NaN,2952,Water Chemistry
572,dkn	dissolved kjeldahl nitrogen,,NaN,2952,Water Chemistry
573,dissolved organic carbon,,NaN,2952,Water Chemistry
574,dissolved organic nitrogen,,NaN,2952,Water Chemistry
575,f	fluoride,,NaN,2952,Water Chemistry
576,hardness	hardness,,NaN,2952,Water Chemistry
577,hco3	bicarbonate,,NaN,2952,Water Chemistry
578,potassium,,NaN,2952,Water Chemistry
579,magnesium,,NaN,2952,Water Chemistry
580,sodium,,NaN,2952,Water Chemistry
581,ammonium,,NaN,2952,Water Chemistry
582,nh4n	ammoniumn,,NaN,2952,Water Chemistry
583,nitrite anion no2n,,NaN,2952,Water Chemistry
584,nitrate,,NaN,2952,Water Chemistry
585,nitrate anion no3n,,NaN,2952,Water Chemistry
586,no3nno2n	nitraten  nitriten,,NaN,2952,Water Chemistry
587,no3no2	nitrate  nitrite,,NaN,2952,Water Chemistry
588,ph,,NaN,2952,Water Chemistry
589,po4ic	orthophosphate by ic,,NaN,2952,Water Chemistry
590,poc	particulate organic carbon,,NaN,2952,Water Chemistry
591,si	silica,,NaN,2952,Water Chemistry
592,so4s	sulfate,,NaN,2952,Water Chemistry
593,srp	soluble reactive phosphorus,,NaN,2952,Water Chemistry
594,tdn	total dissolved nitrogen,,NaN,2952,Water Chemistry
595,tdp	total dissolved phosphorus,,NaN,2952,Water Chemistry
596,tknunf	total kjeldahl nitrogen unfiltered,,NaN,2952,Water Chemistry
597,tnunf	total nitrogen unfiltered,,NaN,2952,Water Chemistry
598,toc	total organic carbon,,NaN,2952,Water Chemistry
599,tpunf	total phosphorus unfiltered,,NaN,2952,Water Chemistry
600,iron ferrous,,NaN,2974,Biogeochemistry|Climatology / Meteorology|Geochemistry / Mineralogy|Hydrology|Soil Science / Pedology
601,sulfur,,NaN,2974,Biogeochemistry|Climatology / Meteorology|Geochemistry / Mineralogy|Hydrology|Soil Science / Pedology
602,volumetric soil water content,m3,NaN,3001,Hydrology|Soil Science / Pedology|Biology / Ecology
603,x easting m,,NaN,3001,Hydrology|Soil Science / Pedology|Biology / Ecology
604,y northing m,,NaN,3001,Hydrology|Soil Science / Pedology|Biology / Ecology
605,bicarp	nahco3 extractable phosphorus,mgkg,NaN,3029,Biogeochemistry
606,carbon concentration soil,mgg,NaN,3029,Biogeochemistry
607,cn c  n ratio,,NaN,3029,Biogeochemistry
608,cp catena position choose one ridge slope valley,,NaN,3029,Biogeochemistry
609,d depth interval,cm,NaN,3029,Biogeochemistry
610,date date assay conducted,,NaN,3029,Biogeochemistry
611,forest type tabonuco or colorado,ft,NaN,3029,Biogeochemistry
612,ka vm  1,kmhr,NaN,3029,Biogeochemistry
613,km michaelisconstant,moll1,NaN,3029,Biogeochemistry
614,naohp naoh extractable phosphorus,mgkg,NaN,3029,Biogeochemistry
615,nit nitrogen concentration soil,mg,NaN,3029,Biogeochemistry
616,p soil pit p1  p20,,NaN,3029,Biogeochemistry
617,ph soil ph in water,,NaN,3029,Biogeochemistry
618,phos extractable phosphorus nahco3  naoh,mgkg,total,3029,Biogeochemistry
619,so soil order oxisol or inceptisol,,NaN,3029,Biogeochemistry
620,vm reaction velocity for phosphatase nmol h1 g1 soil,,maximum,3029,Biogeochemistry
621,water fraction of water content by mass,,NaN,3029,Biogeochemistry
622,deuterium dd,,NaN,3365,Climatology / Meteorology|Geochemistry / Mineralogy|Hydrology|Water Chemistry
623,oxygen18 d18o,,NaN,3365,Climatology / Meteorology|Geochemistry / Mineralogy|Hydrology|Water Chemistry
624,barium,,NaN,3422,Geochemistry / Mineralogy
625,cobalt,,NaN,3422,Geochemistry / Mineralogy
626,copper,,NaN,3422,Geochemistry / Mineralogy
627,iron,,NaN,3422,Geochemistry / Mineralogy
628,manganese,,NaN,3422,Geochemistry / Mineralogy
629,rubidium,,NaN,3422,Geochemistry / Mineralogy
630,strontium,,NaN,3422,Geochemistry / Mineralogy
631,titanium,,NaN,3422,Geochemistry / Mineralogy
632,absolute pressure,,NaN,3590,Biology / Ecology|Hydrology|Water Chemistry
633,dissolved oxygen,,NaN,3590,Biology / Ecology|Hydrology|Water Chemistry
634,discharge,m3day,NaN,3613,Hydrology
635,water depth m,,NaN,3614,Hydrology
636,volumetric water content,,NaN,3615,Hydrology
637,id number,,NaN,3621,Biology / Ecology
638,increment height m,,NaN,3621,Biology / Ecology
639,increment volume,m3,NaN,3621,Biology / Ecology
640,length,mm,NaN,3621,Biology / Ecology
641,root density mm3,,NaN,3621,Biology / Ecology
642,sample id,,NaN,3621,Biology / Ecology
643,geology,,NaN,3622,All Disciplines
644,land cover,,NaN,3622,All Disciplines
645,soils,,NaN,3622,All Disciplines
646,vegetation,,NaN,3622,All Disciplines
647,groundwater meteorological,,NaN,3623,All Disciplines
648,stream flow,,NaN,3623,All Disciplines
649,water quality,,NaN,3623,All Disciplines
650,hydrology,,NaN,3625,All Disciplines
651,land cover,,NaN,3625,All Disciplines
652,landslides,,NaN,3625,All Disciplines
653,municipalities,,NaN,3625,All Disciplines
654,barometric pressure,,NaN,3642,Hydrology|Water Chemistry
655,ldo,,NaN,3642,Hydrology|Water Chemistry
656,nitrate,,NaN,3642,Hydrology|Water Chemistry
657,precipitation frequency,,NaN,3648,Climatology / Meteorology
658,precipitation intensity,,NaN,3648,Climatology / Meteorology
659,eddy covariance,,NaN,3654,Climatology / Meteorology|Biology / Ecology
660,radiation,,NaN,3654,Climatology / Meteorology|Biology / Ecology
661,many,,NaN,3665,All Disciplines|Biology / Ecology
662,seismic refraction,,NaN,3676,Geomorphology|Geophysics
663,surface wave analyses,,NaN,3676,Geomorphology|Geophysics
664,soil type,,NaN,3722,Biology / Ecology|Geology / Chronology|Soil Science / Pedology
665,vegetation type,,NaN,3722,Biology / Ecology|Geology / Chronology|Soil Science / Pedology
666,timedate,,NaN,3731,Climatology / Meteorology
667,drainage,,NaN,3732,Biology / Ecology|Soil Science / Pedology
668,runoff,,NaN,3732,Biology / Ecology|Soil Science / Pedology
669,water volume,,NaN,3732,Biology / Ecology|Soil Science / Pedology
670,time lapse camera,,NaN,3737,Data Management / CyberInfrastructure 
671,water depth,cm,NaN,3742,Hydrology
672,water temperature,celsius,NaN,3742,Hydrology
673,voltage,,NaN,3790,Hydrology|Soil Science / Pedology
674,18o,,NaN,3850,Hydrology|Water Chemistry|Climatology / Meteorology
675,2h,,NaN,3850,Hydrology|Water Chemistry|Climatology / Meteorology
676,circularity,,NaN,3857,Geomorphology
677,mean curvature,,NaN,3857,Geomorphology
678,perimeter,,NaN,3857,Geomorphology
679,roundness,,NaN,3857,Geomorphology
680,stand deviation of curvature,,NaN,3857,Geomorphology
681,baseflow,m3day,NaN,3868,Hydrology
682,discharge,m3day,NaN,3868,Hydrology
683,evaporation m,,NaN,3868,Hydrology
684,groundwater m,,NaN,3868,Hydrology
685,interception loss m,,NaN,3868,Hydrology
686,precipitation m,,NaN,3868,Hydrology
687,quickflow,m3day,NaN,3868,Hydrology
688,recharge mday,,NaN,3868,Hydrology
689,te mday,,NaN,3868,Hydrology
690,transpiration m,,NaN,3868,Hydrology
691,unsaturated m,,NaN,3868,Hydrology
692,hail diameter 1min,mm,max,3869,Hydrology|Climatology / Meteorology
693,liquid precip intensity 1min mmhr,,NaN,3869,Hydrology|Climatology / Meteorology
694,lpm id,,NaN,3869,Hydrology|Climatology / Meteorology
695,measuring quality 1min,,NaN,3869,Hydrology|Climatology / Meteorology
696,metar 4678 1min,,NaN,3869,Hydrology|Climatology / Meteorology
697,metar 4678 5min,,avg,3869,Hydrology|Climatology / Meteorology
698,precip amount,mm,NaN,3869,Hydrology|Climatology / Meteorology
699,precipitation intensity 10min mmhr,,avg,3869,Hydrology|Climatology / Meteorology
700,precipitation intensity 5min mmhr,,avg,3869,Hydrology|Climatology / Meteorology
701,precipitation intensity of 1 minute values mmhr,,max,3869,Hydrology|Climatology / Meteorology
702,radar reflectivity 1min dbz,,NaN,3869,Hydrology|Climatology / Meteorology
703,solid precip intensity 1min mmhr,,NaN,3869,Hydrology|Climatology / Meteorology
704,synop 4677 1min,,NaN,3869,Hydrology|Climatology / Meteorology
705,synop 4677 5min,,avg,3869,Hydrology|Climatology / Meteorology
706,synop 4680 10min,,max,3869,Hydrology|Climatology / Meteorology
707,synop 4677 1min,,NaN,3869,Hydrology|Climatology / Meteorology
708,synop 4677 1min,,NaN,3869,Hydrology|Climatology / Meteorology
709,synop 4677 1min,,NaN,3869,Hydrology|Climatology / Meteorology
710,synop 4677 1min,,NaN,3869,Hydrology|Climatology / Meteorology
711,synop 4677 1min,,NaN,3869,Hydrology|Climatology / Meteorology
712,synop 4677 1min,,NaN,3869,Hydrology|Climatology / Meteorology
713,synop 4677 1min,,NaN,3869,Hydrology|Climatology / Meteorology
714,synop 4677 1min,,NaN,3869,Hydrology|Climatology / Meteorology
715,synop 4677 1min,,NaN,3869,Hydrology|Climatology / Meteorology
716,synop 4677 1min,,NaN,3869,Hydrology|Climatology / Meteorology
717,synop 4680 5min,,avg,3869,Hydrology|Climatology / Meteorology
718,synop 4677 1min,,NaN,3869,Hydrology|Climatology / Meteorology
719,temperature interior,degreescelsius,NaN,3869,Hydrology|Climatology / Meteorology
720,precip intensity 1min mmhr,,total,3869,Hydrology|Climatology / Meteorology
721,visibility in precip 1min m,,NaN,3869,Hydrology|Climatology / Meteorology
722,datetime date in format of monthdayyear 24hourminute,,NaN,3884,Soil Science / Pedology
723,lat latitude in decimal degrees,,NaN,3884,Soil Science / Pedology
724,location czo site identifier,,NaN,3884,Soil Science / Pedology
725,long longitude in decimal degrees,,NaN,3884,Soil Science / Pedology
726,plot unique identifying integer,,NaN,3884,Soil Science / Pedology
727,rs instantaneous soil respiration micro moles c per square meter per second over three locations per site,,average,3884,Soil Science / Pedology
728,rsse standard error of soil respiration n3,,NaN,3884,Soil Science / Pedology
729,soilt soil temperature from one location adjacent to soil chamber,degreescelsius,NaN,3884,Soil Science / Pedology
730,swc soil moisture  volumetric averaged from 3 locations adjacent to soil chamber,,NaN,3884,Soil Science / Pedology
731,horizontal hydraulic conductivity,,NaN,3886,Hydrology|Modeling / Computational Science|Soil Science / Pedology
732,saturated vertical hydraulic conductivity,,NaN,3886,Hydrology|Modeling / Computational Science|Soil Science / Pedology
733,soil horizon,,NaN,3886,Hydrology|Modeling / Computational Science|Soil Science / Pedology
734,porosity,,total,3886,Hydrology|Modeling / Computational Science|Soil Science / Pedology
735,van genuchten alpha,,NaN,3886,Hydrology|Modeling / Computational Science|Soil Science / Pedology
736,van genuchten beta,,NaN,3886,Hydrology|Modeling / Computational Science|Soil Science / Pedology
737,foliar delta13c ooo,,NaN,3888,Biology / Ecology
738,foliar nitrogen content,,NaN,3888,Biology / Ecology
739,plot name,,NaN,3888,Biology / Ecology
740,species,,NaN,3888,Biology / Ecology
741,tree diameter at breast height dbh,cm,NaN,3888,Biology / Ecology
742,tree ring width,mm,NaN,3888,Biology / Ecology
743,a254nm,,NaN,3894,Biogeochemistry|Hydrology|Water Chemistry
744,bix,,NaN,3894,Biogeochemistry|Hydrology|Water Chemistry
745,components c1docc8doc,,NaN,3894,Biogeochemistry|Hydrology|Water Chemistry
746,components ggsq1ggp2,,NaN,3894,Biogeochemistry|Hydrology|Water Chemistry
747,day of year,,NaN,3894,Biogeochemistry|Hydrology|Water Chemistry
748,fi,,NaN,3894,Biogeochemistry|Hydrology|Water Chemistry
749,ftot,,NaN,3894,Biogeochemistry|Hydrology|Water Chemistry
750,ftotdoc,,NaN,3894,Biogeochemistry|Hydrology|Water Chemistry
751,ggp1ggp1ggp2,,NaN,3894,Biogeochemistry|Hydrology|Water Chemistry
752,ggp1ggp1ggp2doc,,NaN,3894,Biogeochemistry|Hydrology|Water Chemistry
753,hix,,NaN,3894,Biogeochemistry|Hydrology|Water Chemistry
754,emission at 370nm,,max,3894,Biogeochemistry|Hydrology|Water Chemistry
755,percent ggsq1 percent ggp2doc,,NaN,3894,Biogeochemistry|Hydrology|Water Chemistry
756,percent protein,,NaN,3894,Biogeochemistry|Hydrology|Water Chemistry
757,percent protein dissolved organic carbon,,NaN,3894,Biogeochemistry|Hydrology|Water Chemistry
758,point cloud returns,,NaN,3932,GIS / Remote Sensing
759,elevation m msl,,NaN,3935,GIS / Remote Sensing
760,latitude,deg,NaN,3935,GIS / Remote Sensing
761,longitude,deg,NaN,3935,GIS / Remote Sensing
762,method,,NaN,3969,Hydrology
763,q,m3s,NaN,3969,Hydrology
764,site id,,NaN,3969,Hydrology
765,acid phosphatase activity,,NaN,3970,Biogeochemistry
766,acid phosphatase activity per unit biomass,,NaN,3970,Biogeochemistry
767,acid phosphatase activity per unit soil c,,NaN,3970,Biogeochemistry
768,act  ana  gramn  gramp,,NaN,3970,Biogeochemistry
769,actinobacteria biomass,,NaN,3970,Biogeochemistry
770,agbgbxcbhapnag  bionmol represents enzyme activity normalized to biomass,,total,3970,Biogeochemistry
771,agbgbxcbhapnagrepresents extracellular enzyme activity,,total,3970,Biogeochemistry
772,alpha glucosidase activity per unit biomass,,NaN,3970,Biogeochemistry
773,alphia glucosidase activity,,NaN,3970,Biogeochemistry
774,alphia glucosidase activity per unit soil c,,NaN,3970,Biogeochemistry
775,anaerobic bacteria biomass,,NaN,3970,Biogeochemistry
776,arbuscular mycorhizal fungi biomass,,NaN,3970,Biogeochemistry
777,beta glucosidase activity,,NaN,3970,Biogeochemistry
778,beta glucosidase activity per unit biomass,,NaN,3970,Biogeochemistry
779,beta glucosidase activity per unit soil c,,NaN,3970,Biogeochemistry
780,beta xylosidase activity,,NaN,3970,Biogeochemistry
781,beta xylosidase activity per unit biomass,,NaN,3970,Biogeochemistry
782,beta xylosidase activity per unit soil c,,NaN,3970,Biogeochemistry
783,carbon concentration,,NaN,3970,Biogeochemistry
784,carbondegrading enzyme activity per unit biomass,,NaN,3970,Biogeochemistry
785,carbondegradizing enzyme activity agbgbxcbh,,NaN,3970,Biogeochemistry
786,catena position,,NaN,3970,Biogeochemistry
787,cellobiohydrolase activity,,NaN,3970,Biogeochemistry
788,cellobiohyrolase activity per unit biomass,,NaN,3970,Biogeochemistry
789,cellobiohyrolase activity per unit soil c,,NaN,3970,Biogeochemistry
790,eukaryote biomass nonfungal,,NaN,3970,Biogeochemistry
791,forest type,,NaN,3970,Biogeochemistry
792,fung  amf,,NaN,3970,Biogeochemistry
793,fungal biomass nonamf,,NaN,3970,Biogeochemistry
794,general biomarkers biomass nonspecific to a certain group,,NaN,3970,Biogeochemistry
795,gram negative bacteria biomass,,NaN,3970,Biogeochemistry
796,gram positive bacteria biomass,,NaN,3970,Biogeochemistry
797,log  nag  ag  bgbxcbh1 represents ratio of nc enzyme activity,,NaN,3970,Biogeochemistry
798,logagbgbxcbhap1 represents ratio of cp enzyme activity,,NaN,3970,Biogeochemistry
799,lognagap1,,NaN,3970,Biogeochemistry
800,nacetyl glucosaminidase activity,,NaN,3970,Biogeochemistry
801,nacetyl glucosaminidase activity per unit biomass,,NaN,3970,Biogeochemistry
802,nacetyl glucosaminidase activity per unit soil c,,NaN,3970,Biogeochemistry
803,naoh extractable phosphorus,,NaN,3970,Biogeochemistry
804,nitrogen concentration,,NaN,3970,Biogeochemistry
805,nmol act c  bionmol,,NaN,3970,Biogeochemistry
806,nmol amf c  bionmol,,NaN,3970,Biogeochemistry
807,nmol ana c  bionmol,,NaN,3970,Biogeochemistry
808,nmol euk c  bionmol,,NaN,3970,Biogeochemistry
809,nmol fung c  bionmol,,NaN,3970,Biogeochemistry
810,nmol gramn c  bionmol,,NaN,3970,Biogeochemistry
811,nmol gramp c  bionmol,,NaN,3970,Biogeochemistry
812,pit,,NaN,3970,Biogeochemistry
813,bicarbonate and sodium hydroxide p,ppm,sumof,3970,Biogeochemistry
814,sodium bicarbonate extractable p,,NaN,3970,Biogeochemistry
815,soil order,,NaN,3970,Biogeochemistry
816,soil ph 110 soil  di water,,NaN,3970,Biogeochemistry
817,extractable phosphorus,,total,3970,Biogeochemistry
818,water content,,NaN,3970,Biogeochemistry
819,topographic wetness index,,NaN,3972,GIS / Remote Sensing
820,10be 108 atmg,,NaN,4018,Soil Science / Pedology|Geochemistry / Mineralogy
821,bulk density,gcm3,NaN,4018,Soil Science / Pedology|Geochemistry / Mineralogy
822,c,,NaN,4018,Soil Science / Pedology|Geochemistry / Mineralogy
823,clay,,NaN,4018,Soil Science / Pedology|Geochemistry / Mineralogy
824,depth meter,,NaN,4018,Soil Science / Pedology|Geochemistry / Mineralogy
825,effective base saturation,,NaN,4018,Soil Science / Pedology|Geochemistry / Mineralogy
826,effective cation exchange capacity cmolkg,,NaN,4018,Soil Science / Pedology|Geochemistry / Mineralogy
827,hhe 9be ugg,,NaN,4018,Soil Science / Pedology|Geochemistry / Mineralogy
828,hhe iron,mgg,NaN,4018,Soil Science / Pedology|Geochemistry / Mineralogy
829,horizon,,NaN,4018,Soil Science / Pedology|Geochemistry / Mineralogy
830,sand,,NaN,4018,Soil Science / Pedology|Geochemistry / Mineralogy
831,strain,,NaN,4018,Soil Science / Pedology|Geochemistry / Mineralogy
832,9be ugg,,total,4018,Soil Science / Pedology|Geochemistry / Mineralogy
833,aluminum,mgg,total,4018,Soil Science / Pedology|Geochemistry / Mineralogy
834,calcium,mgg,total,4018,Soil Science / Pedology|Geochemistry / Mineralogy
835,iron,mgg,total,4018,Soil Science / Pedology|Geochemistry / Mineralogy
836,zr,mgg,total,4018,Soil Science / Pedology|Geochemistry / Mineralogy
837,soil co2,ppm,NaN,4032,Soil Science / Pedology|Biogeochemistry
838,2008 ag biomass kg,,NaN,4033,Biology / Ecology
839,2008 dbh,cm,NaN,4033,Biology / Ecology
840,2012 ag biomass kg,,NaN,4033,Biology / Ecology
841,2012 dbh,cm,NaN,4033,Biology / Ecology
842,xcoordinate m,,NaN,4033,Biology / Ecology
843,y coordinate m,,NaN,4033,Biology / Ecology
844,ksat cv,,NaN,4106,Soil Science / Pedology|Hydrology
845,ksat mean,,NaN,4106,Soil Science / Pedology|Hydrology
846,ksat sd,,NaN,4106,Soil Science / Pedology|Hydrology
847,aluminum cation al3,,NaN,4107,Soil Science / Pedology|Water Chemistry
848,alk,,NaN,4107,Soil Science / Pedology|Water Chemistry
849,block,,NaN,4107,Soil Science / Pedology|Water Chemistry
850,conductivity,,NaN,4107,Soil Science / Pedology|Water Chemistry
851,dissolved organic carbon,,NaN,4107,Soil Science / Pedology|Water Chemistry
852,Nitrate nitrogen anion no3n,,NaN,4107,Soil Science / Pedology|Water Chemistry
853,p,,NaN,4107,Soil Science / Pedology|Water Chemistry
854,spacing,,NaN,4107,Soil Science / Pedology|Water Chemistry
855,vertical,,NaN,4107,Soil Science / Pedology|Water Chemistry
856,volume,,NaN,4107,Soil Science / Pedology|Water Chemistry
857,deltad of h2o,,NaN,4109,Geochemistry / Mineralogy|Water Chemistry
858,water potential,,NaN,4122,Soil Science / Pedology
859,bulk electrical conductivity,ms,NaN,4123,Soil Science / Pedology
860,volumetric water content,,NaN,4123,Soil Science / Pedology
861,aluminum,umol/l,NaN,4129,Hydrology|Water Chemistry
862,alkalinity mmol/l Calcium carbonate,,NaN,4129,Hydrology|Water Chemistry
863,ba,moll1,NaN,4129,Hydrology|Water Chemistry
864,calcium,umol/l,NaN,4129,Hydrology|Water Chemistry
865,chlorine,umol/l,NaN,4129,Hydrology|Water Chemistry
866,dissolved oxygen,mgl,NaN,4129,Hydrology|Water Chemistry
867,fluorine,umol/l,NaN,4129,Hydrology|Water Chemistry
868,iron,umol/l,NaN,4129,Hydrology|Water Chemistry
869,potasium,umol/l,NaN,4129,Hydrology|Water Chemistry
870,magnesium,umol/l,NaN,4129,Hydrology|Water Chemistry
871,manganese,umol/l,NaN,4129,Hydrology|Water Chemistry
872,sodium,umol/l,NaN,4129,Hydrology|Water Chemistry
873,nitrate,umol/l,NaN,4129,Hydrology|Water Chemistry
874,orp,mv,NaN,4129,Hydrology|Water Chemistry
875,phosphorus,mol/l,NaN,4129,Hydrology|Water Chemistry
876,silicon,umol/l,NaN,4129,Hydrology|Water Chemistry
877,sulfate,umol/l,NaN,4129,Hydrology|Water Chemistry
878,spc cm1,ms,NaN,4129,Hydrology|Water Chemistry
879,strontium umol l1,,NaN,4129,Hydrology|Water Chemistry
